CUST_ID,TENURE,BALANCE_interval,PURCHASES_interval,ONEOFF_PURCHASES_interval,INSTALLMENTS_PURCHASES_interval,CASH_ADVANCE_interval,CREDIT_LIMIT_interval,PAYMENTS_interval,MINIMUM_PAYMENTS_interval,PURCHASES_TRX_interval,CASH_ADVANCE_TRX_interval,BALANCE_FREQUENCY_interval,PURCHASES_FREQUENCY_interval,ONEOFF_PURCHASES_FREQUENCY_interval,PURCHASES_INSTALLMENTS_FREQUENCY_interval,CASH_ADVANCE_FREQUENCY_interval,PRC_FULL_PAYMENT_interval,Cluster
C10330,12.0,1,2,1,2,0,5,3,1,4,0,1,9,1,8,0,0,3
C10331,12.0,0,1,0,1,3,5,3,3,1,3,10,1,0,1,5,0,1
C10332,12.0,5,2,1,2,0,6,3,3,4,2,10,8,1,7,4,0,4
C10333,12.0,5,0,0,0,3,5,3,3,0,2,10,0,0,0,4,0,1
C10334,12.0,3,1,1,0,0,5,3,2,1,0,10,2,2,0,0,0,0
C10335,12.0,3,0,0,0,0,0,1,1,0,2,10,0,0,0,7,0,1
C10336,12.0,1,2,0,2,0,3,1,1,5,0,10,10,0,10,0,4,2
C10337,12.0,0,3,1,3,0,6,6,3,5,0,8,7,1,7,0,1,5
C10338,12.0,3,2,2,0,2,3,3,3,3,1,10,10,10,0,3,0,4
C10339,12.0,2,1,1,0,3,2,3,1,1,2,10,1,1,0,4,0,1
C10340,12.0,1,0,0,1,0,5,3,1,5,0,10,10,10,1,0,10,5
C10341,12.0,3,0,0,0,1,3,2,3,0,1,10,0,0,0,2,0,1
C10342,12.0,1,3,3,0,0,5,3,1,3,0,10,8,8,0,0,10,5
C10343,12.0,2,3,3,1,0,5,0,1,0,0,10,10,5,10,0,1,5
C10344,12.0,1,0,3,3,0,6,0,1,0,0,10,10,10,9,0,6,5
C10345,11.0,3,0,0,0,3,3,3,3,0,3,10,0,0,0,10,0,1
C10346,12.0,3,1,0,1,0,5,5,2,1,2,10,3,0,2,2,0,1
C10347,12.0,1,1,0,1,0,3,2,1,1,0,2,2,0,2,0,0,3
C10348,12.0,1,0,0,1,0,5,0,1,7,0,10,10,9,5,0,10,2
C10349,12.0,1,1,0,1,0,3,1,1,1,0,5,4,0,3,0,8,3
C10350,12.0,0,1,0,1,0,6,5,2,3,0,10,10,0,10,0,1,2
C10351,12.0,2,1,1,0,3,0,1,1,1,1,10,2,2,0,2,0,1
C10352,12.0,3,3,3,0,6,5,6,1,2,4,5,4,4,0,5,8,4
C10353,12.0,3,1,1,0,1,3,2,1,1,1,10,2,2,0,1,0,0
C10354,10.0,1,1,1,0,0,3,1,1,1,0,6,1,1,0,0,0,3
C10355,12.0,1,3,3,3,0,5,3,1,7,0,10,10,9,10,0,10,5
C10356,12.0,1,1,1,1,0,3,1,1,2,0,5,5,1,5,0,0,3
C10357,12.0,3,1,1,0,0,5,3,1,3,0,10,10,10,0,0,0,0
C10358,12.0,3,3,1,2,0,3,3,1,0,0,10,10,5,9,0,0,2
C10359,12.0,0,3,2,3,5,6,5,2,7,4,10,10,4,10,8,0,4
C10360,12.0,1,1,0,1,0,0,1,1,4,0,10,7,0,7,0,8,2
C10361,12.0,0,0,0,0,1,6,3,3,0,1,10,0,0,0,1,0,1
C10362,12.0,3,0,3,2,0,6,5,2,5,0,10,10,7,5,0,0,5
C10364,12.0,5,3,2,3,5,5,0,0,2,3,10,5,2,5,5,0,4
C10365,12.0,1,3,3,0,0,0,0,1,1,0,1,1,1,0,0,0,3
C10366,12.0,1,2,2,0,0,5,2,1,1,0,2,2,2,0,0,2,3
C10367,12.0,3,0,3,3,0,0,0,1,7,0,10,10,10,10,0,2,5
C10368,12.0,1,3,1,3,0,6,3,1,4,0,10,10,3,10,0,10,2
C10369,12.0,5,1,0,1,5,5,3,3,1,4,10,4,0,4,4,0,4
C10370,12.0,1,0,0,0,3,3,3,1,0,1,7,0,0,0,1,2,1
C10371,12.0,3,0,0,0,1,3,2,2,0,1,10,0,0,0,1,0,1
C10372,12.0,2,2,2,1,0,3,1,1,3,0,10,7,5,3,0,0,0
C10373,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,3,0,1
C10374,8.0,1,1,1,1,0,6,1,1,2,0,8,7,4,4,0,0,0
C10375,12.0,3,5,0,3,6,5,6,2,0,5,10,10,3,7,3,5,4
C10376,12.0,2,1,1,0,2,3,1,1,1,2,10,1,1,0,3,0,1
C10377,12.0,3,3,0,3,0,3,3,3,7,0,10,10,0,10,0,0,2
C10378,12.0,1,1,1,0,0,3,3,3,1,0,10,1,1,0,0,3,0
C10379,12.0,5,3,0,3,0,5,3,5,0,0,10,10,0,10,0,0,2
C10380,12.0,5,0,0,0,0,5,3,3,0,2,10,0,0,0,5,0,1
C10381,12.0,5,0,0,0,0,5,6,3,0,1,10,0,0,0,3,1,1
C10382,12.0,1,5,5,1,0,6,5,1,0,0,10,10,10,3,0,9,5
C10383,12.0,5,3,1,3,3,5,3,0,5,1,10,10,2,10,2,0,4
C10384,12.0,1,0,0,0,3,3,0,1,0,1,2,0,0,0,1,0,3
C10385,12.0,3,5,0,3,0,0,0,1,7,0,10,10,10,10,0,1,5
C10386,12.0,3,3,0,3,0,3,3,0,5,0,10,10,0,10,0,0,2
C10387,12.0,1,1,1,0,0,5,1,1,1,0,6,2,2,0,0,0,3
C10388,12.0,6,5,3,0,0,6,0,3,0,0,10,10,8,9,0,0,5
C10389,12.0,1,3,0,3,0,3,3,1,2,0,7,6,0,6,0,10,2
C10390,12.0,1,1,1,0,0,3,2,1,2,0,10,2,2,0,0,0,0
C10391,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,2,0,1
C10392,12.0,6,1,0,1,2,6,0,0,1,1,10,2,0,2,2,0,1
C10393,12.0,2,0,0,0,1,3,3,1,0,1,10,0,0,0,1,0,1
C10395,12.0,3,1,1,0,3,3,2,0,1,2,8,3,3,0,4,0,1
C10396,12.0,1,1,1,0,0,5,1,1,1,0,3,1,1,0,0,0,3
C10397,12.0,2,5,0,3,0,0,5,1,0,0,10,10,8,8,0,10,5
C10398,10.0,2,1,1,0,0,5,1,2,1,1,3,1,1,0,2,0,3
C10399,12.0,3,1,1,0,0,3,1,2,1,0,10,1,1,0,0,0,0
C10400,12.0,5,0,0,0,0,5,2,6,0,1,10,0,0,0,3,0,1
C10402,12.0,1,2,0,2,0,3,2,1,5,0,10,10,0,10,0,6,2
C10403,12.0,1,1,0,1,0,0,1,1,2,0,10,6,0,5,0,0,2
C10404,12.0,2,1,1,0,0,0,1,1,1,0,10,2,2,0,0,0,0
C10405,12.0,3,2,2,0,0,5,0,1,3,0,10,10,10,0,0,1,0
C10406,12.0,3,3,3,3,1,0,0,1,1,1,9,3,1,2,1,1,0
C10407,12.0,6,6,3,6,3,6,5,6,8,2,10,10,3,10,2,0,4
C10408,12.0,1,2,0,2,0,2,1,1,2,0,10,5,0,5,0,0,2
C10409,12.0,3,0,0,0,3,5,2,2,0,1,10,0,0,0,1,0,1
C10410,12.0,0,1,1,1,0,5,3,3,3,0,10,7,3,5,0,0,0
C10411,6.0,2,3,3,1,3,3,3,1,1,2,10,4,2,2,2,3,4
C10412,12.0,5,0,0,0,3,6,3,3,0,2,10,0,0,0,3,0,1
C10413,12.0,3,2,1,2,3,0,2,1,5,2,10,10,2,9,4,0,4
C10414,12.0,1,3,1,3,0,0,3,1,3,0,10,8,2,7,0,0,2
C10415,12.0,3,2,0,2,0,3,3,3,5,0,10,10,0,10,0,0,2
C10416,8.0,0,2,1,2,5,5,2,3,2,5,9,9,2,8,7,0,4
C10417,12.0,1,3,3,2,0,6,3,1,0,0,10,10,10,9,0,3,5
C10419,12.0,5,0,0,0,0,5,0,3,0,1,10,0,0,0,3,0,1
C10420,12.0,0,3,2,2,0,5,5,2,2,0,10,5,1,4,0,0,5
C10421,12.0,1,2,1,1,0,3,0,1,1,0,4,4,1,3,0,0,3
C10422,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,1,0,1
C10423,12.0,0,0,0,0,3,0,0,2,0,2,10,0,0,0,4,0,1
C10424,12.0,1,3,1,3,0,6,5,1,1,0,4,3,2,2,0,10,3
C10425,11.0,3,0,0,0,1,5,2,1,0,1,10,0,0,0,1,0,1
C10426,12.0,1,3,1,2,0,5,3,1,5,0,10,10,10,6,0,4,5
C10427,8.0,1,1,0,1,0,3,0,1,1,0,2,2,0,2,0,0,3
C10428,12.0,0,1,1,0,0,5,3,3,1,2,10,1,1,0,3,0,1
C10429,12.0,1,3,0,3,0,5,2,1,4,0,10,10,0,10,0,0,2
C10430,12.0,2,0,1,0,0,5,0,1,8,0,10,10,2,10,0,0,2
C10431,12.0,5,1,1,0,0,6,3,0,1,0,10,2,2,0,0,0,0
C10432,12.0,5,0,3,3,0,5,0,3,7,0,10,10,6,10,0,0,5
C10433,12.0,1,3,3,1,0,5,3,1,3,0,6,6,1,5,0,4,5
C10434,12.0,3,3,1,2,0,0,0,2,5,1,10,10,1,10,3,0,2
C10435,12.0,1,3,1,3,1,3,3,1,2,1,10,5,1,5,2,2,2
C10436,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,3,0,1
C10437,12.0,0,0,0,0,0,0,0,3,0,1,10,0,0,0,2,0,1
C10438,12.0,5,5,3,0,0,6,5,3,7,0,10,10,8,10,0,0,5
C10439,12.0,3,2,0,2,3,5,5,1,4,2,10,9,0,9,4,0,4
C10441,12.0,0,2,1,1,0,0,3,2,4,1,10,5,4,4,1,0,0
C10442,12.0,2,0,0,0,3,5,1,1,0,1,10,0,0,0,1,0,1
C10443,11.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,1,0,1
C10444,12.0,5,1,1,0,0,5,3,3,1,4,10,1,1,0,7,0,4
C10445,12.0,5,0,0,0,5,5,3,3,0,3,10,0,0,0,5,0,1
C10446,11.0,5,0,0,0,0,5,5,3,0,1,10,0,0,0,1,0,1
C10447,12.0,0,1,0,1,5,0,5,3,5,5,10,10,0,10,7,0,4
C10448,12.0,2,3,3,0,0,3,1,1,1,0,7,3,3,0,0,0,0
C10449,12.0,0,0,0,0,3,5,3,3,0,1,10,0,0,0,1,0,1
C10450,12.0,2,0,0,0,3,3,3,1,0,1,9,0,0,0,1,2,1
C10451,12.0,5,1,1,0,5,5,5,3,1,3,10,1,1,0,4,0,4
C10452,12.0,0,1,0,1,1,0,3,3,3,1,10,10,0,9,3,0,2
C10453,12.0,0,3,3,1,1,6,3,3,0,1,10,10,4,10,1,0,5
C10454,12.0,2,0,0,0,1,3,2,1,0,1,10,0,0,0,1,0,1
C10455,12.0,0,2,2,0,3,5,2,3,3,2,10,10,10,0,3,0,4
C10456,12.0,1,1,1,0,0,3,2,1,1,0,4,1,1,0,0,3,3
C10457,10.0,5,0,0,0,6,6,5,3,0,3,9,0,0,0,4,1,1
C10458,12.0,3,0,0,0,3,3,3,1,0,1,9,0,0,0,3,0,1
C10459,11.0,2,2,0,2,0,0,2,1,2,0,10,9,0,7,0,0,2
C10460,12.0,0,0,0,0,0,0,3,2,5,0,10,8,8,0,0,0,0
C10461,12.0,5,3,1,3,3,5,0,0,4,1,10,5,1,5,1,0,4
C10462,12.0,2,3,1,3,0,3,3,1,0,0,10,10,4,10,0,0,2
C10463,12.0,1,2,2,0,0,6,2,1,2,0,5,3,3,0,0,0,3
C10466,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,1,0,1
C10467,12.0,1,1,1,1,0,0,1,1,2,0,6,5,1,5,0,8,3
C10468,12.0,3,3,3,0,0,3,3,1,5,0,10,10,10,0,0,0,5
C10469,12.0,0,3,3,0,0,5,3,3,5,0,10,8,8,0,0,0,5
C10470,12.0,0,3,1,3,1,0,0,5,0,1,10,8,2,7,2,0,2
C10471,6.0,5,1,0,1,0,6,3,3,1,2,10,9,0,9,10,0,4
C10472,8.0,3,3,3,1,3,0,1,1,5,1,9,9,9,5,3,0,5
C10473,11.0,1,2,1,2,0,5,2,1,2,0,9,7,1,6,0,7,2
C10474,12.0,1,3,0,3,0,5,3,1,4,0,10,10,0,10,0,5,2
C10475,12.0,1,3,2,1,0,3,1,1,3,0,10,7,5,5,0,0,0
C10476,12.0,3,1,1,1,1,3,1,1,2,1,10,4,1,3,1,0,0
C10477,12.0,3,0,3,3,2,6,5,2,0,1,10,4,3,5,1,5,4
C10478,12.0,2,3,3,1,0,5,2,1,4,0,10,10,10,4,0,0,5
C10480,12.0,1,0,1,0,0,3,0,1,0,0,10,10,2,10,0,4,2
C10481,12.0,3,2,1,1,0,3,2,2,5,0,10,9,4,8,0,0,2
C10482,12.0,2,2,1,2,1,3,3,1,4,1,10,10,2,10,1,0,2
C10483,12.0,2,0,0,0,1,3,2,1,0,1,10,0,0,0,1,0,1
C10484,12.0,0,0,0,0,3,5,3,3,0,4,10,0,0,0,6,0,1
C10485,12.0,3,3,3,1,0,3,3,1,0,0,10,10,7,9,0,0,5
C10486,12.0,1,2,0,2,1,5,3,1,3,1,10,10,0,10,1,3,2
C10487,12.0,5,0,3,3,0,6,3,0,8,3,10,10,9,10,4,0,5
C10488,12.0,1,3,3,0,0,5,0,1,1,0,4,2,2,0,0,0,3
C10489,12.0,5,1,1,0,6,5,6,3,1,4,10,2,2,0,6,2,4
C10490,12.0,0,0,0,0,3,0,3,2,0,2,10,0,0,0,5,0,1
C10491,12.0,3,3,2,3,0,5,3,3,0,0,10,10,5,10,0,0,5
C10492,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,1,0,1
C10493,12.0,3,1,0,1,0,3,1,1,1,0,10,4,0,4,0,0,0
C10494,12.0,0,1,0,1,0,6,0,0,1,0,10,2,0,2,0,0,0
C10495,12.0,0,3,3,1,3,0,3,3,5,1,10,9,3,6,2,0,5
C10497,12.0,1,5,0,3,0,6,0,1,0,0,8,10,7,10,0,3,2
C10498,11.0,0,0,0,0,3,0,2,3,0,1,10,0,0,0,2,0,1
C10501,12.0,2,1,1,0,0,5,2,1,1,0,10,1,1,0,0,0,0
C10502,12.0,1,1,0,1,0,5,3,1,2,0,6,5,0,5,0,6,3
C10503,12.0,1,0,3,3,0,5,3,1,5,0,10,10,6,9,0,4,5
C10504,12.0,1,0,0,0,6,5,6,1,0,1,6,0,0,0,3,0,1
C10505,12.0,1,0,0,0,2,3,1,1,0,3,8,0,0,0,4,0,1
C10506,12.0,1,0,3,1,0,6,2,1,5,0,10,10,10,5,0,10,5
C10507,12.0,1,5,5,0,0,5,5,1,7,0,10,10,10,0,0,10,5
C10508,12.0,0,0,0,0,3,0,3,3,0,3,10,0,0,0,5,0,1
C10509,12.0,1,0,3,3,0,5,0,1,0,0,10,10,10,10,0,7,5
C10510,12.0,5,1,1,0,0,6,3,3,1,3,10,2,2,0,4,0,1
C10511,12.0,1,3,2,2,0,6,3,1,4,0,8,8,8,2,0,6,5
C10512,12.0,0,0,3,3,3,5,3,3,5,2,10,10,4,10,3,0,4
C10513,12.0,6,0,0,0,3,6,3,3,0,2,10,0,0,0,4,0,1
C10514,12.0,2,5,5,2,0,5,5,1,8,0,10,10,10,10,0,6,5
C10515,12.0,2,3,3,1,3,0,1,1,3,1,10,3,3,1,1,1,0
C10516,12.0,0,2,2,1,2,5,2,2,4,1,10,10,10,1,2,0,5
C10517,12.0,6,1,1,0,0,6,0,0,1,5,10,3,3,0,7,0,1
C10518,12.0,3,0,0,0,2,0,2,2,0,1,10,0,0,0,3,0,1
C10519,12.0,3,0,0,0,2,3,3,3,0,4,10,0,0,0,6,0,1
C10520,12.0,1,2,0,2,0,5,3,1,1,0,7,5,0,4,0,10,2
C10521,12.0,3,2,2,1,0,3,3,3,3,0,10,9,9,1,0,0,5
C10522,12.0,3,3,1,3,1,3,2,1,4,1,10,10,2,10,1,0,2
C10523,12.0,6,6,6,1,0,6,6,6,8,0,10,9,7,5,0,1,5
C10524,12.0,1,2,2,0,0,6,2,1,3,0,10,6,6,0,0,10,5
C10525,11.0,2,3,2,3,0,0,2,1,5,0,10,10,4,10,0,0,2
C10526,12.0,1,1,0,1,0,0,3,1,2,0,9,9,0,9,0,3,2
C10527,12.0,1,1,0,1,0,3,2,1,2,0,8,6,0,6,0,10,2
C10528,12.0,3,2,0,2,0,3,2,3,4,0,10,9,0,8,0,0,2
C10529,12.0,3,6,6,0,0,6,6,2,8,0,10,10,10,4,0,10,5
C10530,12.0,3,0,0,0,1,3,2,3,0,1,10,0,0,0,2,0,1
C10532,12.0,5,3,3,1,3,6,3,3,7,1,10,10,10,6,3,0,5
C10533,12.0,1,1,0,1,0,0,1,1,3,0,10,9,0,8,0,7,2
C10534,12.0,3,6,0,5,0,6,6,1,7,0,10,10,5,10,0,3,5
C10535,12.0,0,3,3,0,6,5,0,2,2,2,10,1,1,0,5,0,4
C10536,12.0,0,3,1,3,3,0,0,0,3,1,10,8,3,6,2,0,2
C10537,12.0,3,0,3,3,0,6,0,1,0,0,10,10,5,10,0,1,5
C10538,12.0,1,2,2,0,0,5,2,1,3,0,10,10,10,0,0,10,5
C10539,12.0,3,0,0,0,3,3,1,1,0,2,10,0,0,0,3,0,1
C10540,12.0,2,0,0,0,5,6,0,1,0,1,2,0,0,0,1,0,3
C10542,12.0,1,2,0,2,0,6,2,1,4,0,10,10,0,10,0,10,2
C10543,12.0,3,1,0,1,0,3,2,6,3,0,10,6,0,6,0,0,0
C10544,8.0,6,2,2,0,0,6,3,0,2,5,10,5,5,0,10,0,4
C10545,12.0,0,3,1,3,0,0,0,5,5,0,10,10,1,10,0,0,2
C10546,12.0,2,0,0,0,3,3,2,2,0,2,5,0,0,0,2,0,1
C10547,12.0,1,3,1,2,0,5,3,1,5,0,10,10,1,10,0,0,2
C10548,12.0,0,0,0,3,0,5,3,2,0,0,10,10,9,8,0,0,2
C10549,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,3,0,1
C10550,10.0,5,1,1,0,6,5,0,3,1,0,10,2,2,0,8,0,1
C10551,12.0,0,3,3,0,5,6,2,2,1,1,9,1,1,0,2,0,1
C10552,12.0,1,2,1,1,0,5,2,1,3,0,10,10,3,9,0,4,2
C10553,9.0,3,3,2,2,1,3,2,3,2,1,10,10,2,9,2,0,4
C10554,12.0,1,3,0,3,0,3,3,1,3,0,10,9,0,9,0,4,2
C10555,12.0,3,3,3,3,1,3,3,2,0,1,10,10,5,10,1,0,5
C10556,12.0,3,1,1,1,0,0,1,1,2,0,10,5,1,4,0,0,0
C10557,12.0,3,2,1,2,3,5,2,2,3,1,10,6,2,5,2,0,4
C10558,12.0,3,0,0,1,0,5,5,3,5,0,10,10,6,10,0,1,5
C10559,12.0,1,3,3,0,0,6,5,1,1,0,2,1,1,0,0,0,3
C10560,12.0,0,5,0,3,0,6,3,2,7,0,10,10,9,7,0,1,5
C10561,12.0,5,3,3,0,0,6,3,3,4,3,10,7,7,0,8,0,4
C10562,12.0,1,2,2,0,0,0,3,1,2,0,5,4,4,0,0,5,3
C10563,12.0,5,3,3,2,3,0,5,5,7,5,10,10,7,10,8,0,4
C10564,12.0,3,3,0,3,1,3,3,3,0,1,10,10,0,10,1,0,2
C10565,12.0,1,2,1,1,0,5,3,1,2,0,3,3,2,2,0,10,3
C10566,12.0,3,1,0,1,5,3,0,1,1,8,10,1,0,1,9,0,4
C10567,6.0,1,1,1,0,0,5,2,1,1,0,9,4,4,0,0,4,0
C10568,11.0,2,5,5,0,0,6,5,1,3,0,10,9,9,0,0,9,5
C10569,12.0,5,0,3,3,0,5,3,3,7,0,10,10,8,9,0,0,5
C10570,12.0,2,5,5,0,0,6,0,1,5,0,10,9,9,0,0,10,5
C10571,12.0,1,3,0,3,0,3,3,3,3,0,10,10,0,10,0,0,2
C10572,10.0,1,0,0,0,0,6,0,1,0,0,8,8,8,0,0,10,3
C10573,6.0,3,3,3,0,1,3,1,1,2,1,9,5,5,0,2,0,0
C10574,12.0,6,6,6,5,2,6,6,3,8,1,10,10,10,10,1,3,5
C10575,12.0,5,0,0,2,3,5,0,5,0,2,10,10,7,8,2,0,4
C10576,12.0,5,1,1,0,5,5,5,5,1,3,10,4,4,0,7,0,4
C10577,12.0,3,3,3,0,3,5,3,1,4,2,10,7,7,0,3,0,4
C10578,11.0,3,3,3,0,5,5,6,1,1,4,9,1,1,0,7,2,4
C10579,12.0,1,3,0,3,0,0,3,1,0,0,10,10,0,10,0,0,2
C10580,12.0,0,0,0,0,3,0,3,3,0,1,10,0,0,0,1,0,1
C10581,6.0,5,1,1,1,5,5,3,3,1,7,10,7,2,4,9,0,4
C10582,12.0,5,0,0,0,3,5,3,3,0,2,10,0,0,0,7,0,1
C10583,12.0,1,1,1,0,1,3,1,1,1,1,10,3,3,0,2,0,0
C10584,12.0,3,6,3,5,0,5,5,1,8,0,10,10,5,10,0,9,5
C10585,12.0,2,0,0,0,3,3,3,1,0,1,10,0,0,0,2,0,1
C10586,12.0,3,1,0,1,0,2,1,5,1,0,10,3,0,3,0,0,0
C10587,12.0,3,6,6,3,0,5,6,1,7,0,10,10,10,9,0,9,5
C10588,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,3,0,1
C10589,12.0,0,0,0,0,0,6,6,3,7,0,10,10,0,10,0,3,2
C10590,12.0,1,1,1,0,0,6,2,1,4,0,10,7,7,0,0,10,5
C10591,12.0,0,3,0,3,0,3,1,6,3,0,10,10,0,10,0,0,2
C10592,12.0,1,1,1,1,0,6,1,1,2,0,8,5,3,2,0,4,0
C10593,10.0,5,2,2,0,2,6,3,3,1,1,10,3,3,0,3,0,4
C10594,12.0,3,3,3,0,0,0,2,2,2,0,10,4,4,0,0,0,0
C10595,12.0,3,0,0,0,0,0,1,6,0,2,10,0,0,0,1,0,1
C10596,12.0,3,0,0,0,3,5,2,2,0,1,10,0,0,0,1,0,1
C10597,12.0,1,1,1,0,0,6,0,1,1,0,1,1,1,0,0,0,3
C10598,12.0,0,6,6,0,0,6,5,3,8,0,10,10,10,0,0,0,5
C10599,12.0,3,1,0,1,0,3,0,1,1,0,8,5,0,5,0,0,0
C10600,12.0,5,0,0,0,2,5,3,0,0,1,10,0,0,0,3,0,1
C10601,12.0,5,3,3,1,3,5,3,3,2,1,10,5,4,3,3,0,4
C10602,12.0,3,3,3,0,0,5,3,1,2,0,10,5,5,0,0,0,0
C10603,12.0,1,2,2,0,0,5,2,1,1,0,10,1,1,0,0,0,0
C10604,12.0,3,0,0,0,3,0,0,2,0,2,10,0,0,0,4,1,1
C10605,12.0,1,0,3,3,0,6,3,1,0,0,10,10,8,8,0,10,5
C10606,12.0,5,0,0,0,0,5,0,3,0,1,10,0,0,0,1,0,1
C10607,12.0,0,0,0,0,3,0,2,3,0,2,10,0,0,0,2,0,1
C10608,12.0,3,6,5,3,0,6,5,2,7,0,10,10,6,10,0,0,5
C10609,12.0,6,5,5,1,3,6,6,0,7,1,10,10,10,10,1,0,5
C10610,12.0,1,1,1,0,0,3,1,1,1,0,5,1,1,0,0,0,3
C10611,12.0,3,6,6,0,0,5,6,2,7,0,10,10,10,10,0,10,5
C10612,12.0,1,1,1,1,0,0,2,1,2,0,6,4,2,3,0,2,3
C10613,12.0,0,3,3,1,0,5,5,2,5,2,10,10,10,3,5,0,5
C10615,12.0,3,3,2,2,0,5,2,2,0,0,10,10,3,10,0,0,5
C10616,12.0,5,6,5,3,0,6,6,3,7,0,10,10,10,10,0,0,5
C10617,12.0,3,3,3,0,0,0,2,2,4,0,10,5,5,0,0,0,0
C10618,11.0,3,0,0,0,3,3,0,3,0,1,10,0,0,0,4,0,1
C10619,12.0,3,1,1,0,1,3,3,2,1,1,10,3,3,0,1,0,0
C10620,12.0,1,1,0,1,0,0,1,1,2,0,6,5,0,5,0,2,3
C10621,12.0,1,2,2,0,3,3,0,1,1,3,4,1,1,0,3,0,3
C10622,12.0,5,3,3,1,0,6,3,3,0,0,10,10,10,4,0,0,5
C10623,12.0,1,3,3,1,1,0,3,1,0,1,10,10,10,2,2,3,5
C10624,12.0,2,1,0,1,0,2,3,1,1,0,10,1,0,1,0,0,0
C10625,11.0,0,1,1,0,0,0,0,2,2,2,10,7,7,0,4,0,0
C10626,11.0,3,0,0,0,1,3,2,2,0,1,10,0,0,0,4,0,1
C10627,12.0,5,0,0,0,6,6,3,3,0,3,10,0,0,0,5,0,1
C10628,12.0,2,2,1,1,0,5,2,1,2,0,10,6,2,5,0,0,0
C10629,12.0,3,2,2,0,0,5,2,2,4,0,10,7,7,0,0,0,0
C10630,12.0,1,3,3,0,0,3,0,1,2,0,6,5,5,0,0,8,0
C10631,12.0,5,1,0,1,5,5,3,3,2,2,10,9,0,8,5,0,4
C10632,12.0,1,3,0,3,0,5,3,1,2,0,7,7,0,7,0,8,2
C10633,12.0,0,1,0,1,3,5,3,2,3,3,10,10,0,10,5,0,4
C10634,12.0,3,3,2,2,0,0,3,1,7,0,10,10,5,10,0,0,5
C10635,12.0,5,0,3,3,6,5,6,3,7,7,10,10,10,10,10,0,4
C10636,12.0,3,1,1,0,3,5,5,2,1,1,9,1,1,0,1,1,1
C10637,12.0,1,3,2,1,0,5,3,1,5,0,10,10,10,10,0,8,5
C10638,12.0,5,3,2,2,3,5,3,0,0,2,10,10,5,10,3,0,4
C10639,12.0,0,1,1,0,3,0,2,3,1,1,10,1,1,0,1,0,1
C10640,12.0,5,0,0,0,0,6,3,3,0,7,10,0,0,0,10,0,4
C10641,12.0,2,5,3,5,0,5,5,1,7,0,10,10,10,10,0,10,5
C10642,12.0,3,2,0,2,3,0,2,2,5,1,10,10,0,10,1,0,2
C10643,10.0,1,1,0,1,0,0,1,1,1,0,3,2,0,2,0,5,3
C10644,12.0,0,5,5,3,0,6,3,3,7,0,10,10,6,10,0,0,5
C10645,12.0,3,5,0,5,0,5,5,1,8,0,10,10,10,10,0,1,5
C10646,12.0,1,0,0,0,1,3,1,1,0,1,5,0,0,0,1,2,3
C10647,12.0,5,5,5,2,0,6,5,3,8,3,10,9,7,8,5,3,5
C10648,12.0,1,1,1,1,0,0,1,1,5,0,10,10,1,10,0,1,2
C10649,12.0,0,6,6,1,0,5,5,2,7,0,10,10,10,6,0,1,5
C10650,12.0,3,2,2,0,0,3,3,3,4,0,10,7,7,0,0,0,0
C10651,10.0,2,3,1,3,0,3,2,1,4,0,9,9,2,8,0,2,2
C10652,12.0,3,3,2,1,1,0,3,2,5,1,10,7,5,4,1,0,5
C10653,12.0,3,0,3,3,3,0,5,3,8,3,10,10,9,10,2,1,4
C10654,12.0,2,5,0,0,0,5,5,1,7,0,10,10,10,10,0,9,5
C10655,12.0,1,3,0,3,0,3,3,1,7,0,10,10,0,10,0,1,2
C10656,12.0,3,0,0,0,3,3,3,1,0,1,10,0,0,0,1,0,1
C10657,12.0,1,1,1,0,0,6,2,1,1,0,7,1,1,0,0,0,0
C10658,11.0,3,2,1,2,5,3,5,3,3,2,10,9,2,9,2,1,4
C10659,12.0,0,0,2,3,6,6,6,0,4,5,10,6,4,4,5,2,4
C10660,12.0,1,2,1,1,0,5,2,1,2,0,7,5,4,4,0,3,0
C10661,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,2,0,1
C10662,12.0,5,0,0,0,5,6,0,0,0,1,6,0,0,0,1,0,1
C10663,12.0,1,0,0,0,1,0,1,1,0,1,10,0,0,0,1,0,1
C10665,12.0,1,3,3,2,0,5,3,1,5,0,10,10,7,10,0,10,5
C10666,12.0,1,3,3,3,0,5,3,1,5,0,10,10,7,8,0,3,5
C10667,12.0,0,0,0,0,2,0,3,3,0,2,10,0,0,0,7,0,1
C10668,12.0,1,0,3,3,0,6,0,1,5,0,10,10,7,8,0,10,5
C10669,12.0,6,5,0,3,0,6,5,5,7,0,10,10,6,10,0,0,5
C10670,12.0,3,5,0,3,3,6,5,1,7,1,10,10,10,10,3,3,5
